study_id,analyte,analyte_unit,interferent,interferent_unit,interferent_concentration,pool_level,baseline_value,measured_value,replicate,bias_absolute,bias_percent,study_date,technician_id,instrument_id,lot_number
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,40,High,12.0,12.005,3,0.005,0.04,2026-03-05 12:02:36.358823,TECH04,CHEM02,LOT2024004
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,40,High,12.0,12.055,4,0.055,0.46,2026-03-25 12:02:36.358826,TECH05,CHEM01,LOT2024002
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,40,High,12.0,11.698,5,-0.302,-2.52,2026-04-13 12:02:36.358828,TECH05,CHEM03,LOT2024003
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,60,High,12.0,11.852,1,-0.148,-1.23,2026-01-30 12:02:36.358831,TECH02,CHEM01,LOT2024017
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,60,High,12.0,11.91,2,-0.09,-0.75,2026-04-05 12:02:36.358834,TECH05,CHEM01,LOT2024010
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,60,High,12.0,11.924,3,-0.076,-0.64,2026-03-22 12:02:36.358836,TECH01,CHEM02,LOT2024016
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,60,High,12.0,12.308,4,0.308,2.56,2026-04-16 12:02:36.358839,TECH02,CHEM03,LOT2024010
72,Hemoglobin A1c,%,Icterus,mg/dL Bili,60,High,12.0,12.134,5,0.134,1.12,2026-03-20 12:02:36.358841,TECH05,CHEM02,LOT2024009
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Low,6.0,5.867,1,0.0,0.0,2026-04-08 12:02:36.358844,TECH05,CHEM01,LOT2024018
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Low,6.0,6.03,2,0.0,0.0,2026-03-07 12:02:36.358847,TECH03,CHEM02,LOT2024020
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Low,6.0,6.06,3,0.0,0.0,2026-02-09 12:02:36.358849,TECH01,CHEM03,LOT2024008
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Low,6.0,6.137,4,0.0,0.0,2026-02-07 12:02:36.358852,TECH03,CHEM01,LOT2024011
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Low,6.0,6.19,5,0.0,0.0,2026-04-15 12:02:36.358854,TECH03,CHEM03,LOT2024005
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Low,6.0,5.878,1,-0.122,-2.03,2026-04-09 12:02:36.358857,TECH02,CHEM01,LOT2024019
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Low,6.0,5.903,2,-0.097,-1.62,2026-02-06 12:02:36.358859,TECH05,CHEM02,LOT2024014
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Low,6.0,5.849,3,-0.151,-2.52,2026-02-12 12:02:36.358862,TECH03,CHEM02,LOT2024006
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Low,6.0,5.972,4,-0.028,-0.47,2026-02-04 12:02:36.358864,TECH01,CHEM02,LOT2024011
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Low,6.0,6.056,5,0.056,0.93,2026-02-10 12:02:36.358867,TECH03,CHEM02,LOT2024005
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Low,6.0,6.118,1,0.118,1.97,2026-04-06 12:02:36.358870,TECH03,CHEM03,LOT2024013
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Low,6.0,5.991,2,-0.009,-0.15,2026-04-11 12:02:36.358872,TECH04,CHEM03,LOT2024013
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Low,6.0,5.962,3,-0.038,-0.64,2026-03-15 12:02:36.358876,TECH03,CHEM02,LOT2024005
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Low,6.0,6.018,4,0.018,0.3,2026-02-16 12:02:36.358879,TECH02,CHEM01,LOT2024010
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Low,6.0,5.9,5,-0.1,-1.67,2026-02-21 12:02:36.358881,TECH05,CHEM01,LOT2024016
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Low,6.0,3.75,1,-2.25,-37.49,2026-02-14 12:02:36.358884,TECH04,CHEM02,LOT2024003
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Low,6.0,3.484,2,-2.516,-41.93,2026-03-03 12:02:36.358887,TECH02,CHEM01,LOT2024003
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Low,6.0,3.613,3,-2.387,-39.78,2026-03-22 12:02:36.358890,TECH04,CHEM03,LOT2024019
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Low,6.0,3.746,4,-2.254,-37.57,2026-03-01 12:02:36.358893,TECH02,CHEM03,LOT2024003
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Low,6.0,3.6,5,-2.4,-39.99,2026-02-02 12:02:36.358895,TECH03,CHEM03,LOT2024001
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Low,6.0,0.001,1,-5.999,-99.98,2026-04-14 12:02:36.358898,TECH01,CHEM02,LOT2024006
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Low,6.0,0.001,2,-5.999,-99.98,2026-04-20 12:02:36.358901,TECH03,CHEM03,LOT2024018
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Low,6.0,0.001,3,-5.999,-99.98,2026-01-28 12:02:36.358903,TECH05,CHEM03,LOT2024002
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Low,6.0,0.001,4,-5.999,-99.98,2026-03-18 12:02:36.358906,TECH01,CHEM03,LOT2024002
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Low,6.0,0.001,5,-5.999,-99.98,2026-02-13 12:02:36.358909,TECH04,CHEM03,LOT2024006
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Low,6.0,0.001,1,-5.999,-99.98,2026-04-06 12:02:36.358911,TECH03,CHEM03,LOT2024017
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Low,6.0,0.001,2,-5.999,-99.98,2026-02-27 12:02:36.358914,TECH05,CHEM02,LOT2024007
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Low,6.0,0.001,3,-5.999,-99.98,2026-03-28 12:02:36.358917,TECH04,CHEM01,LOT2024020
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Low,6.0,0.001,4,-5.999,-99.98,2026-02-25 12:02:36.358920,TECH05,CHEM01,LOT2024005
73,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Low,6.0,0.001,5,-5.999,-99.98,2026-04-08 12:02:36.358923,TECH03,CHEM02,LOT2024003
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Medium,9.0,8.712,1,0.0,0.0,2026-03-13 12:02:36.358926,TECH01,CHEM01,LOT2024018
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Medium,9.0,9.083,2,0.0,0.0,2026-04-22 12:02:36.358929,TECH04,CHEM02,LOT2024018
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Medium,9.0,9.364,3,0.0,0.0,2026-02-24 12:02:36.358932,TECH01,CHEM02,LOT2024019
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Medium,9.0,8.755,4,0.0,0.0,2026-03-25 12:02:36.358934,TECH05,CHEM01,LOT2024015
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,Medium,9.0,9.034,5,0.0,0.0,2026-04-08 12:02:36.358937,TECH03,CHEM03,LOT2024015
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Medium,9.0,8.881,1,-0.119,-1.32,2026-02-05 12:02:36.358939,TECH02,CHEM03,LOT2024004
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Medium,9.0,9.077,2,0.077,0.85,2026-02-12 12:02:36.358942,TECH01,CHEM01,LOT2024001
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Medium,9.0,9.003,3,0.003,0.04,2026-02-20 12:02:36.358945,TECH03,CHEM01,LOT2024010
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Medium,9.0,8.885,4,-0.115,-1.28,2026-02-08 12:02:36.358947,TECH01,CHEM01,LOT2024017
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,Medium,9.0,9.088,5,0.088,0.98,2026-04-12 12:02:36.358950,TECH04,CHEM02,LOT2024018
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Medium,9.0,9.325,1,0.325,3.61,2026-02-04 12:02:36.358953,TECH02,CHEM01,LOT2024015
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Medium,9.0,8.966,2,-0.034,-0.38,2026-04-15 12:02:36.358955,TECH02,CHEM01,LOT2024008
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Medium,9.0,9.13,3,0.13,1.44,2026-02-17 12:02:36.358958,TECH02,CHEM02,LOT2024019
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Medium,9.0,8.767,4,-0.233,-2.59,2026-03-15 12:02:36.358961,TECH01,CHEM01,LOT2024013
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,Medium,9.0,8.828,5,-0.172,-1.91,2026-01-24 12:02:36.358963,TECH03,CHEM03,LOT2024014
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Medium,9.0,5.451,1,-3.549,-39.43,2026-02-19 12:02:36.358966,TECH02,CHEM02,LOT2024003
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Medium,9.0,5.56,2,-3.44,-38.22,2026-04-13 12:02:36.358969,TECH01,CHEM01,LOT2024006
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Medium,9.0,5.438,3,-3.562,-39.57,2026-03-04 12:02:36.358972,TECH04,CHEM02,LOT2024009
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Medium,9.0,5.366,4,-3.634,-40.38,2026-02-04 12:02:36.358975,TECH04,CHEM01,LOT2024002
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,Medium,9.0,5.4,5,-3.6,-40.0,2026-02-10 12:02:36.358978,TECH02,CHEM01,LOT2024004
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Medium,9.0,0.001,1,-8.999,-99.99,2026-04-16 12:02:36.358981,TECH04,CHEM02,LOT2024020
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Medium,9.0,0.001,2,-8.999,-99.99,2026-02-28 12:02:36.358983,TECH01,CHEM01,LOT2024003
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Medium,9.0,0.001,3,-8.999,-99.99,2026-02-18 12:02:36.358987,TECH05,CHEM01,LOT2024014
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Medium,9.0,0.001,4,-8.999,-99.99,2026-02-13 12:02:36.358991,TECH01,CHEM01,LOT2024014
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,Medium,9.0,0.001,5,-8.999,-99.99,2026-04-12 12:02:36.358994,TECH02,CHEM01,LOT2024011
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Medium,9.0,0.001,1,-8.999,-99.99,2026-04-20 12:02:36.358996,TECH02,CHEM02,LOT2024011
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Medium,9.0,0.001,2,-8.999,-99.99,2026-03-30 12:02:36.358999,TECH03,CHEM03,LOT2024016
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Medium,9.0,0.001,3,-8.999,-99.99,2026-04-14 12:02:36.359002,TECH02,CHEM03,LOT2024015
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Medium,9.0,0.001,4,-8.999,-99.99,2026-03-16 12:02:36.359005,TECH04,CHEM03,LOT2024005
74,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,Medium,9.0,0.001,5,-8.999,-99.99,2026-02-19 12:02:36.359007,TECH01,CHEM02,LOT2024012
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,High,12.0,11.914,1,0.0,0.0,2026-03-29 12:02:36.359010,TECH05,CHEM01,LOT2024013
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,High,12.0,11.845,2,0.0,0.0,2026-03-21 12:02:36.359012,TECH03,CHEM02,LOT2024008
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,High,12.0,12.179,3,0.0,0.0,2026-03-07 12:02:36.359015,TECH05,CHEM03,LOT2024005
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,High,12.0,11.957,4,0.0,0.0,2026-03-15 12:02:36.359017,TECH04,CHEM03,LOT2024001
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,0,High,12.0,11.844,5,0.0,0.0,2026-01-24 12:02:36.359020,TECH04,CHEM02,LOT2024002
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,High,12.0,12.317,1,0.317,2.64,2026-03-03 12:02:36.359023,TECH05,CHEM03,LOT2024018
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,High,12.0,12.341,2,0.341,2.84,2026-02-27 12:02:36.359025,TECH05,CHEM03,LOT2024001
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,High,12.0,11.856,3,-0.144,-1.2,2026-02-20 12:02:36.359028,TECH05,CHEM01,LOT2024006
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,High,12.0,11.552,4,-0.448,-3.73,2026-02-25 12:02:36.359030,TECH01,CHEM01,LOT2024003
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,3,High,12.0,12.242,5,0.242,2.02,2026-04-20 12:02:36.359033,TECH04,CHEM02,LOT2024008
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,High,12.0,11.836,1,-0.164,-1.37,2026-04-21 12:02:36.359036,TECH01,CHEM01,LOT2024002
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,High,12.0,12.19,2,0.19,1.58,2026-04-21 12:02:36.359038,TECH01,CHEM03,LOT2024010
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,High,12.0,11.527,3,-0.473,-3.94,2026-03-23 12:02:36.359041,TECH01,CHEM03,LOT2024019
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,High,12.0,12.214,4,0.214,1.79,2026-03-15 12:02:36.359043,TECH05,CHEM03,LOT2024015
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,10,High,12.0,11.709,5,-0.291,-2.42,2026-02-21 12:02:36.359046,TECH05,CHEM01,LOT2024004
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,High,12.0,7.305,1,-4.695,-39.12,2026-04-09 12:02:36.359049,TECH03,CHEM01,LOT2024018
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,High,12.0,7.202,2,-4.798,-39.98,2026-04-15 12:02:36.359051,TECH02,CHEM03,LOT2024005
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,High,12.0,7.063,3,-4.937,-41.14,2026-02-05 12:02:36.359054,TECH01,CHEM02,LOT2024017
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,High,12.0,7.141,4,-4.859,-40.49,2026-02-07 12:02:36.359057,TECH01,CHEM02,LOT2024003
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,20,High,12.0,7.299,5,-4.701,-39.18,2026-03-19 12:02:36.359060,TECH05,CHEM03,LOT2024012
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,High,12.0,0.001,1,-11.999,-99.99,2026-04-16 12:02:36.359062,TECH01,CHEM02,LOT2024011
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,High,12.0,0.001,2,-11.999,-99.99,2026-04-17 12:02:36.359065,TECH02,CHEM03,LOT2024020
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,High,12.0,0.001,3,-11.999,-99.99,2026-03-29 12:02:36.359068,TECH01,CHEM03,LOT2024013
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,High,12.0,0.001,4,-11.999,-99.99,2026-04-11 12:02:36.359070,TECH03,CHEM03,LOT2024020
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,30,High,12.0,0.001,5,-11.999,-99.99,2026-03-16 12:02:36.359073,TECH02,CHEM03,LOT2024002
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,High,12.0,0.001,1,-11.999,-99.99,2026-03-02 12:02:36.359076,TECH01,CHEM03,LOT2024014
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,High,12.0,0.001,2,-11.999,-99.99,2026-03-24 12:02:36.359078,TECH03,CHEM02,LOT2024013
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,High,12.0,0.001,3,-11.999,-99.99,2026-04-23 12:02:36.359081,TECH05,CHEM02,LOT2024014
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,High,12.0,0.001,4,-11.999,-99.99,2026-04-09 12:02:36.359084,TECH04,CHEM02,LOT2024019
75,Hemoglobin A1c,%,Ascorbic Acid,mg/dL,50,High,12.0,0.001,5,-11.999,-99.99,2026-02-13 12:02:36.359087,TECH01,CHEM02,LOT2024005
76,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Low,6.0,5.985,1,0.0,0.0,2026-03-14 12:02:36.359090,TECH01,CHEM02,LOT2024003
76,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Low,6.0,6.181,2,0.0,0.0,2026-02-08 12:02:36.359093,TECH03,CHEM02,LOT2024015
76,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Low,6.0,5.826,3,0.0,0.0,2026-02-22 12:02:36.359096,TECH05,CHEM03,LOT2024016
76,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Low,6.0,5.999,4,0.0,0.0,2026-03-02 12:02:36.359099,TECH05,CHEM01,LOT2024003
76,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Low,6.0,5.85,5,0.0,0.0,2026-01-30 12:02:36.359101,TECH05,CHEM02,LOT2024008
76,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Low,6.0,6.044,1,0.044,0.73,2026-04-16 12:02:36.359104,TECH04,CHEM02,LOT2024007
76,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Low,6.0,6.106,2,0.106,1.77,2026-03-20 12:02:36.359106,TECH03,CHEM03,LOT2024014
76,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Low,6.0,5.95,3,-0.05,-0.84,2026-02-25 12:02:36.359109,TECH04,CHEM03,LOT2024015
76,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Low,6.0,5.687,4,-0.313,-5.21,2026-03-25 12:02:36.359112,TECH02,CHEM01,LOT2024006
76,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Low,6.0,6.024,5,0.024,0.4,2026-03-06 12:02:36.359114,TECH02,CHEM01,LOT2024015
76,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Low,6.0,6.052,1,0.052,0.87,2026-03-05 12:02:36.359117,TECH04,CHEM02,LOT2024014
76,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Low,6.0,6.049,2,0.049,0.81,2026-04-07 12:02:36.359119,TECH01,CHEM01,LOT2024020
76,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Low,6.0,6.148,3,0.148,2.47,2026-02-24 12:02:36.359122,TECH05,CHEM01,LOT2024003
76,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Low,6.0,5.871,4,-0.129,-2.14,2026-02-28 12:02:36.359125,TECH01,CHEM02,LOT2024001
76,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Low,6.0,6.082,5,0.082,1.36,2026-01-31 12:02:36.359127,TECH03,CHEM02,LOT2024020
76,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Low,6.0,6.143,1,0.143,2.39,2026-03-29 12:02:36.359130,TECH04,CHEM02,LOT2024003
76,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Low,6.0,5.787,2,-0.213,-3.56,2026-02-07 12:02:36.359132,TECH01,CHEM02,LOT2024020
76,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Low,6.0,6.038,3,0.038,0.64,2026-03-22 12:02:36.359135,TECH01,CHEM03,LOT2024005
76,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Low,6.0,5.939,4,-0.061,-1.01,2026-02-01 12:02:36.359138,TECH04,CHEM01,LOT2024016
76,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Low,6.0,5.99,5,-0.01,-0.16,2026-03-25 12:02:36.359140,TECH01,CHEM01,LOT2024007
76,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Low,6.0,6.042,1,0.042,0.7,2026-03-04 12:02:36.359143,TECH04,CHEM01,LOT2024020
76,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Low,6.0,5.942,2,-0.058,-0.97,2026-03-29 12:02:36.359145,TECH03,CHEM01,LOT2024016
76,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Low,6.0,5.919,3,-0.081,-1.35,2026-01-25 12:02:36.359148,TECH04,CHEM02,LOT2024005
76,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Low,6.0,6.004,4,0.004,0.07,2026-01-28 12:02:36.359151,TECH02,CHEM02,LOT2024003
76,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Low,6.0,5.87,5,-0.13,-2.17,2026-02-16 12:02:36.359153,TECH03,CHEM02,LOT2024011
76,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Low,6.0,5.87,1,-0.13,-2.17,2026-04-09 12:02:36.359156,TECH04,CHEM02,LOT2024006
76,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Low,6.0,6.082,2,0.082,1.36,2026-04-09 12:02:36.359158,TECH04,CHEM02,LOT2024005
76,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Low,6.0,5.862,3,-0.138,-2.3,2026-04-23 12:02:36.359161,TECH03,CHEM03,LOT2024015
76,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Low,6.0,6.08,4,0.08,1.33,2026-04-06 12:02:36.359163,TECH02,CHEM02,LOT2024018
76,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Low,6.0,6.056,5,0.056,0.93,2026-04-05 12:02:36.359166,TECH02,CHEM02,LOT2024007
77,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Medium,9.0,8.689,1,0.0,0.0,2026-04-22 12:02:36.359168,TECH03,CHEM03,LOT2024019
77,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Medium,9.0,8.878,2,0.0,0.0,2026-03-11 12:02:36.359171,TECH04,CHEM01,LOT2024013
77,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Medium,9.0,9.215,3,0.0,0.0,2026-03-10 12:02:36.359173,TECH02,CHEM03,LOT2024018
77,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Medium,9.0,8.823,4,0.0,0.0,2026-03-28 12:02:36.359175,TECH04,CHEM02,LOT2024011
77,Hemoglobin A1c,%,Acetaminophen,mg/L,0,Medium,9.0,8.916,5,0.0,0.0,2026-02-01 12:02:36.359177,TECH05,CHEM01,LOT2024004
77,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Medium,9.0,9.083,1,0.083,0.92,2026-02-12 12:02:36.359180,TECH01,CHEM03,LOT2024006
77,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Medium,9.0,9.141,2,0.141,1.57,2026-02-16 12:02:36.359183,TECH04,CHEM03,LOT2024012
77,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Medium,9.0,8.955,3,-0.045,-0.5,2026-03-10 12:02:36.359185,TECH01,CHEM01,LOT2024018
77,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Medium,9.0,8.892,4,-0.108,-1.2,2026-02-17 12:02:36.359188,TECH01,CHEM02,LOT2024015
77,Hemoglobin A1c,%,Acetaminophen,mg/L,20,Medium,9.0,9.256,5,0.256,2.84,2026-02-11 12:02:36.359190,TECH02,CHEM02,LOT2024008
77,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Medium,9.0,9.313,1,0.313,3.48,2026-03-17 12:02:36.359193,TECH04,CHEM02,LOT2024020
77,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Medium,9.0,9.176,2,0.176,1.96,2026-04-21 12:02:36.359195,TECH05,CHEM01,LOT2024001
77,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Medium,9.0,9.015,3,0.015,0.17,2026-02-01 12:02:36.359199,TECH04,CHEM01,LOT2024016
77,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Medium,9.0,8.855,4,-0.145,-1.62,2026-03-12 12:02:36.359202,TECH01,CHEM03,LOT2024018
77,Hemoglobin A1c,%,Acetaminophen,mg/L,50,Medium,9.0,8.851,5,-0.149,-1.66,2026-03-06 12:02:36.359204,TECH03,CHEM03,LOT2024014
77,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Medium,9.0,9.094,1,0.094,1.05,2026-04-13 12:02:36.359207,TECH05,CHEM01,LOT2024014
77,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Medium,9.0,9.075,2,0.075,0.84,2026-02-13 12:02:36.359210,TECH02,CHEM01,LOT2024020
77,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Medium,9.0,9.252,3,0.252,2.8,2026-04-10 12:02:36.359212,TECH02,CHEM02,LOT2024007
77,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Medium,9.0,9.117,4,0.117,1.3,2026-03-05 12:02:36.359214,TECH04,CHEM03,LOT2024017
77,Hemoglobin A1c,%,Acetaminophen,mg/L,100,Medium,9.0,8.729,5,-0.271,-3.01,2026-02-02 12:02:36.359217,TECH05,CHEM03,LOT2024015
77,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Medium,9.0,9.189,1,0.189,2.1,2026-02-27 12:02:36.359220,TECH05,CHEM01,LOT2024017
77,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Medium,9.0,8.82,2,-0.18,-2.0,2026-01-31 12:02:36.359222,TECH02,CHEM02,LOT2024011
77,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Medium,9.0,8.931,3,-0.069,-0.77,2026-02-26 12:02:36.359225,TECH04,CHEM03,LOT2024011
77,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Medium,9.0,9.045,4,0.045,0.5,2026-04-05 12:02:36.359227,TECH03,CHEM01,LOT2024008
77,Hemoglobin A1c,%,Acetaminophen,mg/L,200,Medium,9.0,9.359,5,0.359,3.99,2026-04-02 12:02:36.359230,TECH01,CHEM02,LOT2024005
77,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Medium,9.0,9.56,1,0.56,6.22,2026-03-21 12:02:36.359232,TECH03,CHEM03,LOT2024007
77,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Medium,9.0,9.109,2,0.109,1.21,2026-02-09 12:02:36.359235,TECH02,CHEM01,LOT2024015
77,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Medium,9.0,8.967,3,-0.033,-0.37,2026-02-21 12:02:36.359238,TECH03,CHEM01,LOT2024007
77,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Medium,9.0,9.096,4,0.096,1.07,2026-02-08 12:02:36.359240,TECH04,CHEM03,LOT2024008
77,Hemoglobin A1c,%,Acetaminophen,mg/L,300,Medium,9.0,9.16,5,0.16,1.78,2026-04-01 12:02:36.359243,TECH05,CHEM01,LOT2024010
